$Green Spring Met year 2005 YC 02/02/2023,,,,,,
",,,",,,,,,
Jday,TAIR,TDEW,WIND,PHI,Cloud,Solar
80.000,8.888888889,7.66,0.44704,1.6406102,1,3.49384343
80.042,8.888888889,7.66,2.2352,2.6529016,1,3.49384343
80.083,7.222222222,6.47,0.89408,1.9896762,1,3.49384343
80.125,6.111111111,5.52,0,1.570797,1,3.49384343
80.167,7.222222222,6.78,0.44704,1.8325965,1,3.49384343
80.208,6.666666667,6.23,0,1.6406102,1,3.99296392
80.250,6.666666667,6.23,0.44704,1.396264,1,55.40237439
80.292,8.333333333,7.42,0.44704,1.1170112,1,233.5883893
80.333,11.11111111,8.51,0.44704,1.3788107,1,412.7726452
80.375,14.44444444,7.72,0.89408,1.6580635,1,579.9780094
80.417,15,7.79,1.34112,2.1642092,1,670.3188181
80.458,15.55555556,8.32,2.2352,2.4260087,1,628.8918174
80.500,16.11111111,6.81,1.78816,2.8797945,1,502.1152129
80.542,15.55555556,4.9,1.78816,2.7750747,1,416.7656092
80.583,15,5.51,1.78816,2.1816625,1,268.5268236
80.625,14.44444444,5.52,3.12928,2.5307285,1,147.739665
80.667,13.33333333,5.74,2.68224,2.6703549,1,70.87510958
80.708,12.77777778,6.15,2.68224,2.6703549,1,20.46394009
80.750,12.22222222,6.71,2.68224,2.1642092,1,4.49208441
80.792,12.22222222,6.92,2.2352,2.1642092,1,3.99296392
80.833,10.55555556,5.12,5.36448,2.2863823,1,3.99296392
80.875,9.444444444,7.05,6.25856,2.094396,1,3.99296392
80.917,9.444444444,6.7,3.57632,1.7802366,1,3.99296392
80.958,9.444444444,6.17,3.57632,1.8675031,1,3.99296392
81.000,9.444444444,7.39,5.36448,2.0245828,5,3.99296392
81.042,9.444444444,7.88,3.57632,2.1118493,5,3.99296392
81.083,9.444444444,7.88,5.36448,2.1118493,5,3.49384343
81.125,9.444444444,7.72,5.36448,1.9547696,5,3.99296392
81.167,9.444444444,7.56,6.7056,1.9896762,5,3.49384343
81.208,10,8.76,5.36448,2.1118493,5,3.99296392
81.250,10,8.76,5.81152,2.1293026,5,13.47625323
81.292,10,8.76,8.04672,2.1642092,5,57.89797684
81.333,10.55555556,9.48,8.04672,2.1642092,5,199.1490755
81.375,10.55555556,9.32,5.36448,2.4609153,5,254.5514499
81.417,11.66666667,9.92,6.7056,2.4085554,5,600.4419495
81.458,13.33333333,10.69,7.15264,2.268929,5,623.401492
81.500,13.33333333,10.86,7.59968,2.3736488,5,351.8799455
81.542,13.88888889,10.87,6.25856,2.1118493,5,44.9208441
81.583,12.22222222,10.8,6.7056,2.1642092,5,53.40589243
81.625,8.888888889,8.13,4.91744,2.3038356,5,64.38654321
81.667,8.888888889,8.44,5.36448,5.0090971,5,55.90149488
81.708,7.777777778,7.03,3.12928,5.3581631,5,29.44810891
81.750,7.777777778,7.18,2.2352,5.5152428,5,4.49208441
81.792,7.222222222,6.17,1.34112,5.2708966,5,3.49384343
81.833,6.111111111,5.07,2.2352,0.8203051,5,3.49384343
81.875,6.111111111,5.22,1.78816,1.3613574,5,3.49384343
81.917,6.666666667,6.08,1.34112,1.6231569,5,3.99296392
81.958,7.222222222,6.47,1.78816,1.6231569,5,3.49384343
82.000,7.222222222,6.17,1.34112,2.2514757,5,3.49384343
82.042,7.222222222,6.47,2.68224,2.2165691,5,3.49384343
82.083,7.222222222,6.32,4.02336,2.6878082,5,3.49384343
82.125,7.222222222,6.63,2.2352,2.8623412,5,3.49384343
82.167,7.222222222,6.47,3.12928,2.4609153,5,3.49384343
82.208,7.222222222,6.63,3.12928,2.4609153,5,3.49384343
82.250,7.222222222,6.63,3.57632,2.5307285,5,10.98065078
82.292,7.222222222,6.47,3.12928,2.4260087,5,62.39006125
82.333,7.777777778,6.88,4.02336,2.5307285,5,102.8188209
82.375,7.777777778,7.03,2.68224,2.6529016,5,183.1772198
82.417,8.333333333,7.27,3.57632,2.5132752,5,192.6605091
82.458,8.888888889,7.34,3.57632,2.5656351,5,255.5496909
82.500,9.444444444,8.05,2.68224,2.8099813,5,482.1503933
82.542,10,7.25,2.2352,2.9845143,5,249.560245
82.583,11.11111111,7.61,0.89408,2.443462,5,400.7937535
82.625,9.444444444,7.56,1.34112,2.0071295,5,315.9432702
82.667,7.777777778,6.08,1.78816,0.8028518,5,108.8082668
82.708,7.222222222,6.17,2.2352,0.6283188,5,57.39885635
82.750,7.222222222,6.17,1.34112,1.0995579,5,5.49032539
82.792,7.222222222,6.17,2.2352,1.0646513,5,3.99296392
82.833,7.222222222,5.85,0.44704,1.0821046,5,3.99296392
82.875,7.222222222,6.17,1.34112,0.5934122,5,3.99296392
82.917,7.222222222,6.01,0,1.1170112,5,3.49384343
82.958,6.666666667,5.46,0.44704,2.0420361,5,3.49384343
83.000,6.666666667,4.99,0.44704,1.0646513,0,3.49384343
83.042,6.666666667,4.33,0.44704,0.2967061,0,3.49384343
83.083,6.666666667,4.5,0.89408,0.5061457,0,3.49384343
83.125,6.666666667,3.47,1.34112,0.6283188,0,3.49384343
83.167,5,3.18,1.78816,0.7504919,0,3.49384343
83.208,5.555555556,3.08,0.44704,0.1919863,0,3.99296392
83.250,5.555555556,2.74,0.44704,0.4014259,0,43.42348263
83.292,6.111111111,3.45,1.78816,0.4712391,0,158.2211953
83.333,8.888888889,4.71,0.89408,0.1919863,0,417.2647296
83.375,11.11111111,5.65,0.89408,5.7944956,0,577.4824069
83.417,13.88888889,3.65,1.78816,5.3232565,0,695.2748426
83.458,13.88888889,4.75,1.78816,5.3930697,0,642.8671911
83.500,11.66666667,4.18,2.2352,5.1138169,0,769.7579753
83.542,14.44444444,3.28,1.78816,4.7822042,0,669.8196976
83.583,15,3.79,2.2352,4.6949377,0,649.3557575
83.625,14.44444444,4.16,2.68224,5.2534433,0,367.8518011
83.667,14.44444444,4.44,3.12928,5.23599,0,238.0804737
83.708,13.33333333,3.42,4.02336,4.8694707,0,85.84872428
83.750,11.11111111,3.41,3.12928,5.2010834,0,6.98768686
83.792,7.777777778,3.06,1.78816,5.1138169,0,3.49384343
83.833,6.666666667,2.75,0,5.2534433,0,3.49384343
83.875,5,2.69,0,0.174533,0,2.99472294
83.917,5.555555556,2.39,0,5.8468555,0,2.99472294
83.958,5,2.86,0,5.7421357,0,2.99472294
84.000,4.444444444,3.1,0.44704,5.8119489,0,2.99472294
84.042,5.555555556,2.74,0.44704,6.0737484,0,2.99472294
84.083,3.888888889,2.56,0.89408,0.3316127,0,2.99472294
84.125,3.333333333,1.54,0,5.934122,0,3.49384343
84.167,3.888888889,1.44,0.44704,5.585056,0,2.99472294
84.208,2.777777778,1.46,1.78816,0.2443462,0,3.99296392
84.250,3.333333333,0.56,0,4.4331382,0,91.83817016
84.292,4.444444444,2.31,0.44704,5.9864819,0,278.0101129
84.333,7.777777778,2.66,0.44704,6.0039352,0,470.1715016
84.375,11.11111111,3.41,0.89408,5.7246824,0,643.8654321
84.417,13.88888889,3.93,2.2352,5.0789103,0,767.6473136
84.458,13.88888889,7.2,1.78816,4.7996575,0,774.2075149
84.500,15,8.02,2.68224,4.4156849,0,774.4007551
84.542,15,7.79,3.57632,4.6949377,0,733.7071203
84.583,15.55555556,6.83,4.02336,4.4854981,0,685.7915533
84.625,16.11111111,5.4,4.4704,4.7472976,0,450.206682
84.667,15.55555556,6.03,4.91744,4.6774844,0,309.9538243
84.708,13.88888889,5.77,4.91744,4.8520174,0,115.2968332
84.750,12.77777778,5.22,4.02336,4.9392839,0,6.48856637
84.792,10.55555556,5.33,2.2352,5.2708966,0,3.49384343
84.833,9.444444444,5.24,1.34112,5.5326961,0,3.49384343
84.875,7.777777778,4.73,1.34112,5.5152428,0,2.99472294
84.917,8.333333333,4.73,0.44704,6.1959215,0,3.49384343
84.958,7.222222222,4.01,0.89408,3.49066,0,3.49384343
85.000,6.666666667,3.99,0.44704,5.410523,0,2.99472294
85.042,6.666666667,3.99,0.89408,0.4363325,0,2.99472294
85.083,5.555555556,3.41,0.89408,5.4977895,0,2.99472294
85.125,6.111111111,3.45,0,5.4454296,0,2.99472294
85.167,5,3.18,0.89408,0.2443462,0,2.99472294
85.208,5,3.5,0.44704,1.4835305,0,4.49208441
85.250,4.444444444,3.41,0,4.4331382,0,52.90677194
85.292,6.666666667,3.99,0.44704,2.7401681,0,212.1262083
85.333,10,4.38,0,1.6406102,0,380.8289339
85.375,12.77777778,6.6,0.89408,1.6929701,0,542.5439726
85.417,14.44444444,8.17,3.12928,2.1467559,0,706.7546138
85.458,15,8.48,2.2352,2.6354483,0,767.6473136
85.500,15.55555556,10.12,2.68224,3.2986737,0,779.0325945
85.542,16.66666667,10.52,2.68224,2.6878082,0,619.4085281
85.583,16.11111111,9.53,3.12928,2.7750747,0,474.663586
85.625,16.11111111,9.3,3.12928,2.9321544,0,274.5162695
85.667,16.11111111,9.07,2.2352,2.6703549,0,200.646437
85.708,15,9.58,1.34112,2.6529016,0,58.39709733
85.750,13.33333333,9.19,0.44704,2.5307285,0,5.49032539
85.792,11.66666667,8.7,0.44704,1.396264,0,3.99296392
85.833,10.55555556,8.32,0,1.570797,0,3.99296392
85.875,10,8.11,0.44704,1.4137173,0,3.49384343
85.917,10.55555556,8.99,0.44704,1.6580635,0,3.99296392
85.958,11.11111111,9.53,0.89408,1.3788107,0,3.99296392
86.000,11.11111111,9.2,0.44704,1.7627833,4,3.99296392
86.042,10.55555556,8.32,0.44704,1.2915442,4,3.99296392
86.083,10,8.44,0.89408,1.3788107,4,3.49384343
86.125,10,7.94,0,1.8675031,4,3.49384343
86.167,8.888888889,7.18,2.2352,1.5009838,4,3.49384343
86.208,7.777777778,6.25,0.89408,1.5009838,4,4.49208441
86.250,7.777777778,6.08,0,1.7627833,4,75.36719399
86.292,10.55555556,7.62,0.89408,1.5358904,4,185.1737018
86.333,13.88888889,8.3,0.89408,1.8849564,4,315.9432702
86.375,16.11111111,8.1,2.68224,2.0245828,4,479.6547909
86.417,17.22222222,8.63,4.4704,2.2165691,4,435.2330673
86.458,17.77777778,10.17,4.4704,2.6878082,4,337.9045717
86.500,17.77777778,11.12,3.57632,2.9321544,4,314.9450292
86.542,17.22222222,10.59,4.4704,2.8274346,4,262.0382573
86.583,17.22222222,11.27,3.12928,2.6354483,4,252.0558475
86.625,17.22222222,10.59,3.12928,3.0717808,4,219.1138951
86.667,17.22222222,10.59,3.12928,2.6529016,4,138.7554962
86.708,17.22222222,9.39,3.57632,2.617995,4,34.9384343
86.750,17.22222222,9.39,4.4704,2.3736488,4,4.49208441
86.792,14.44444444,8.17,5.81152,2.7750747,4,3.99296392
86.833,12.77777778,6.6,4.4704,3.1765006,4,3.99296392
86.875,11.11111111,9.2,3.57632,2.7227148,4,3.99296392
86.917,10,8.76,3.12928,1.6231569,4,3.99296392
86.958,10.55555556,8.99,0,1.4311706,4,3.49384343
87.000,9.444444444,8.37,2.2352,2.1293026,0,3.99296392
87.042,9.444444444,8.68,4.02336,3.6128331,0,3.99296392
87.083,8.333333333,7.58,2.2352,2.7750747,0,3.49384343
87.125,8.333333333,7.42,1.78816,2.3212889,0,3.49384343
87.167,7.222222222,6.63,0,1.3439041,0,3.49384343
87.208,7.222222222,6.78,0,1.3264508,0,3.99296392
87.250,7.222222222,6.78,0,1.5358904,0,23.45866303
87.292,7.222222222,6.32,0,2.0245828,0,244.5690401
87.333,8.333333333,7.27,0.44704,5.1138169,0,458.6917303
87.375,11.11111111,8.16,0.44704,5.2185367,0,641.8689501
87.417,11.11111111,7.05,3.57632,4.9218306,0,668.3223361
87.458,12.22222222,6.92,3.12928,4.5029514,0,534.0589243
87.500,12.22222222,6.28,4.02336,4.6251245,0,788.2579656
87.542,13.33333333,5,3.57632,5.1312702,0,788.4495587
87.583,13.33333333,5.98,2.68224,4.9218306,0,625.397974
87.625,14.44444444,5.26,4.02336,4.537858,0,531.5633219
87.667,14.44444444,6.54,4.4704,4.712391,0,249.0611245
87.708,14.44444444,5.52,4.02336,4.712391,0,120.2880381
87.750,11.66666667,6.18,3.57632,5.0789103,0,8.98416882
87.792,9.444444444,5.43,1.78816,4.9916438,0,3.49384343
87.833,9.444444444,5.05,4.02336,4.6949377,0,3.49384343
87.875,7.222222222,4.7,4.4704,4.8171108,0,3.49384343
87.917,6.666666667,4.16,1.78816,4.9741905,0,3.49384343
87.958,5.555555556,4.37,1.34112,5.5676027,0,2.99472294
88.000,6.666666667,4.16,0.44704,5.2185367,5,2.99472294
88.042,5.555555556,4.37,0.44704,0.2792528,5,3.49384343
88.083,6.111111111,4.11,0.89408,5.759589,5,3.49384343
88.125,6.111111111,4.6,1.78816,0.6632254,5,2.99472294
88.167,6.666666667,5.15,1.78816,0.6108655,5,3.49384343
88.208,6.666666667,4.83,0.89408,5.7246824,5,3.99296392
88.250,7.222222222,4.7,0.44704,5.9690286,5,24.45690401
88.292,7.222222222,5.37,1.78816,0.8901183,5,89.34256771
88.333,7.777777778,6.41,1.78816,1.2391843,5,140.7519782
88.375,8.888888889,6.34,1.34112,1.1170112,5,180.1824969
88.417,10,6.89,2.68224,2.3038356,5,203.1420394
88.458,10,6.35,4.4704,2.2165691,5,368.8500421
88.500,10,7.25,3.57632,2.4085554,5,296.9766916
88.542,10,8.44,2.68224,1.9373163,5,503.6125744
88.583,11.66666667,8.88,2.2352,2.0420361,5,103.3179414
88.625,10.55555556,8.99,3.12928,2.6878082,5,414.2700067
88.667,11.66666667,9.24,1.34112,2.5830884,5,299.9714145
88.708,12.77777778,9.04,1.78816,2.6529016,5,76.36543497
88.750,11.11111111,8.69,0.44704,1.919863,5,9.9824098
88.792,9.444444444,8.52,0,2.0420361,5,3.49384343
88.833,10,6.53,0,1.4486239,5,3.49384343
88.875,7.777777778,5.42,2.2352,5.0440037,5,3.49384343
88.917,7.222222222,5.2,0,6.108655,5,3.49384343
88.958,7.222222222,5.2,0.44704,5.8294022,5,3.49384343
89.000,6.111111111,5.07,0.44704,1.2566376,0,3.49384343
89.042,5.555555556,4.97,0,6.1610149,0,2.99472294
89.083,4.444444444,3.56,0.89408,5.8817621,0,3.49384343
89.125,4.444444444,3.71,0.44704,5.3058032,0,2.99472294
89.167,4.444444444,3.41,1.34112,5.7421357,0,3.49384343
89.208,4.444444444,2.79,0.89408,5.9690286,0,5.98944588
89.250,3.333333333,2,1.34112,5.9864819,0,102.3197005
89.292,6.111111111,3.1,0.44704,6.0213885,0,302.4670169
89.333,9.444444444,2.98,1.78816,5.4803362,0,505.1099359
89.375,12.77777778,2.63,1.78816,5.9864819,0,675.310023
89.417,13.33333333,9.19,2.2352,5.2883499,0,797.0426153
89.458,14.44444444,4.72,4.02336,4.4331382,0,797.2329004
89.500,15,5.51,4.91744,4.712391,0,797.4231548
89.542,15.55555556,7.08,5.36448,4.6949377,0,797.6133783
89.583,17.22222222,3.87,4.91744,4.5029514,0,702.2625294
89.625,17.77777778,2.53,6.25856,4.9392839,0,537.5527677
89.667,17.22222222,3.16,5.36448,5.1836301,0,340.8992947
89.708,17.22222222,2.79,5.36448,5.1487235,0,136.7590143
89.750,15,3.18,4.02336,5.1487235,0,9.9824098
89.792,11.66666667,2.16,2.2352,5.4454296,0,3.49384343
89.833,10.55555556,1.91,0.89408,5.4977895,0,3.49384343
89.875,9.444444444,2.31,0.89408,5.8992154,0,2.99472294
89.917,10,2.13,0.44704,5.4977895,0,3.49384343
89.958,9.444444444,3.2,0.44704,1.2740909,0,3.49384343
90.000,8.333333333,3.98,0.89408,0.1396264,0,2.99472294
90.042,6.111111111,3.78,0.44704,1.570797,0,3.49384343
90.083,5.555555556,3.41,0.89408,1.6406102,0,2.99472294
90.125,5,3.18,0.44704,1.3788107,0,3.49384343
90.167,5,3.02,0.89408,1.5533437,0,2.99472294
90.208,4.444444444,2.47,0.89408,1.4835305,0,6.48856637
90.250,4.444444444,1.98,0,5.934122,0,120.2880381
90.292,8.333333333,4.91,0.44704,1.4660772,0,308.9555833
90.333,12.22222222,5.39,0,0.7330386,0,501.116972
90.375,15.55555556,7.08,0.89408,1.6755168,0,671.3170591
90.417,16.11111111,8.83,2.68224,2.7052615,0,794.5998201
90.458,16.66666667,9.83,2.2352,2.8099813,0,801.7902961
90.500,18.33333333,10.93,2.2352,2.8274346,0,801.9797834
90.542,18.88888889,10.19,2.68224,3.3859402,0,802.1692375
90.583,19.44444444,9.9,3.57632,3.0892341,0,685.2924328
90.625,20,10.42,3.12928,2.8797945,0,520.0835506
90.667,19.44444444,9.05,2.68224,3.0543275,0,335.9080898
90.708,18.88888889,9.11,3.12928,2.3736488,0,119.7889176
90.750,16.66666667,8.63,2.2352,2.5656351,0,9.48328931
90.792,12.77777778,8.07,0.44704,1.8500498,0,3.99296392
90.833,11.11111111,7.42,0.44704,1.396264,0,3.99296392
90.875,10,6.89,0.44704,1.221731,0,3.49384343
90.917,10,7.25,0.89408,1.570797,0,3.49384343
90.958,8.888888889,7.34,1.34112,1.4311706,0,3.49384343
91.000,8.888888889,7.18,0.44704,1.5882503,0,3.49384343
91.042,9.444444444,7.39,0.44704,1.5009838,0,3.49384343
91.083,9.444444444,6.88,0,0.9424782,0,2.99472294
91.125,8.888888889,6.68,0,1.7104234,0,2.99472294
91.167,8.333333333,4.73,0,1.9722229,0,3.49384343
91.208,7.777777778,4.73,0,2.6354483,0,5.49032539
91.250,7.222222222,2.32,0,5.7944956,0,123.7818815
91.292,10.55555556,4.05,0,0.4014259,0,323.929198
91.333,15,4.96,0.44704,1.2915442,0,418.7620911
91.375,18.33333333,5.21,0.44704,1.6580635,0,665.8267337
91.417,21.11111111,7,1.34112,2.4783686,0,794.5998201
91.458,21.66666667,7.5,1.34112,2.8623412,0,806.3286354
91.500,21.66666667,8.56,1.78816,3.2637671,0,806.5172994
91.542,23.33333333,5.72,1.78816,3.5255666,0,806.7059279
91.583,23.88888889,4.79,0.89408,3.5953798,0,433.2365853
91.625,22.22222222,7.24,2.2352,2.6878082,0,327.9221619
91.667,21.11111111,8.05,1.78816,4.0666189,0,271.0224261
91.708,21.66666667,8.56,1.34112,4.4505915,0,113.3003512
91.750,19.44444444,9.62,1.78816,4.7647509,0,13.47625323
91.792,14.44444444,9.46,0.44704,5.934122,0,3.99296392
91.833,14.44444444,7.72,0,5.585056,0,3.99296392
91.875,11.11111111,8.16,1.34112,0.349066,0,3.99296392
91.917,11.66666667,6.6,0,3.3335803,0,3.49384343
91.958,11.11111111,5.01,1.34112,0.2443462,0,3.49384343
92.000,11.11111111,3.41,0.89408,6.0912017,1,3.49384343
92.042,10,2.37,1.34112,0.9948381,1,3.49384343
92.083,8.888888889,3.52,0,2.0245828,1,3.49384343
92.125,8.333333333,2.15,0.44704,0.5061457,1,3.49384343
92.167,7.777777778,1.84,0,2.0420361,1,3.49384343
92.208,7.777777778,1.62,0,1.3089975,1,5.98944588
92.250,7.777777778,2.66,0.44704,5.9864819,1,66.38302517
92.292,9.444444444,5.05,0.44704,4.8694707,1,222.1086181
92.333,13.33333333,5,0,4.8171108,1,341.8975357
92.375,16.66666667,3.37,0,2.1467559,1,436.7304288
92.417,18.33333333,4.86,0.44704,2.8797945,1,531.5633219
92.458,19.44444444,7.21,0.44704,3.5081133,1,517.5879481
92.500,18.33333333,8.59,0.89408,2.6529016,1,646.3610346
92.542,21.11111111,8.05,0.89408,3.4383001,1,576.9832864
92.583,18.88888889,10.45,0.89408,2.2165691,1,584.4700938
92.625,18.88888889,11.21,0.89408,2.617995,1,492.1328031
92.667,20,10.96,0.89408,3.6826463,1,191.1631477
92.708,18.33333333,10.44,0.89408,3.9444458,1,130.7695684
92.750,16.11111111,8.83,1.34112,4.2760585,1,10.98065078
92.792,12.77777778,8.85,2.2352,4.9392839,1,3.99296392
92.833,11.11111111,8.51,0.89408,5.3756164,1,3.99296392
92.875,10,7.94,0.44704,5.5501494,1,3.49384343
92.917,10,6.71,2.2352,5.3930697,1,3.49384343
92.958,8.333333333,4.54,4.4704,5.3581631,1,3.49384343
93.000,8.333333333,5.44,1.78816,5.4279763,1,3.49384343
93.042,7.777777778,5.76,2.2352,5.410523,1,3.49384343
93.083,7.222222222,5.37,0.44704,5.4977895,1,3.49384343
93.125,6.666666667,4.66,0.44704,5.6723225,1,2.99472294
93.167,6.666666667,4.33,0,5.8294022,1,3.49384343
93.208,6.666666667,4.33,0.89408,5.5326961,1,4.9912049
93.250,6.666666667,4.5,1.34112,5.1836301,1,33.94019332
93.292,7.777777778,4.73,1.78816,5.3930697,1,96.33025457
93.333,8.888888889,5.08,1.78816,5.5676027,1,271.5215466
93.375,10.55555556,4.91,0.89408,6.0737484,1,422.2559345
93.417,12.77777778,3.98,2.2352,0.4537858,1,560.5123103
93.458,14.44444444,7.72,3.12928,4.9218306,1,688.2871557
93.500,15.55555556,6.56,1.78816,5.410523,1,793.6015791
93.542,17.22222222,8.89,2.2352,3.5779265,1,609.4261183
93.583,15,8.71,1.78816,2.792528,1,603.9357929
93.625,14.44444444,7.72,2.68224,3.5604732,1,422.2559345
93.667,15,7.55,3.57632,2.3736488,1,181.6798584
93.708,13.33333333,5.25,3.57632,2.4783686,1,47.91556704
93.750,12.22222222,7.53,2.2352,2.3387422,1,4.49208441
93.792,12.22222222,5.16,1.34112,1.9547696,1,3.99296392
93.833,8.333333333,7.11,2.68224,3.316127,1,3.49384343
93.875,7.222222222,6.32,2.68224,5.2708966,1,3.49384343
93.917,7.222222222,6.47,0.89408,5.2185367,1,3.49384343
93.958,6.666666667,5.93,0.89408,1.2566376,1,3.49384343
94.000,6.666666667,5.93,0,6.0213885,0,3.49384343
94.042,6.666666667,5.93,0,0.6806787,0,3.49384343
94.083,6.666666667,5.31,0,4.8345641,0,3.49384343
94.125,6.111111111,4.91,0.44704,4.8694707,0,3.49384343
94.167,6.111111111,4.6,1.34112,4.6949377,0,2.99472294
94.208,6.111111111,4.91,1.34112,4.7822042,0,6.48856637
94.250,5.555555556,4.37,0.44704,5.061457,0,73.86983252
94.292,5.555555556,4.97,0,4.9392839,0,184.1754608
94.333,8.333333333,4.36,0,1.8675031,0,499.12049
94.375,11.66666667,5.97,0.89408,4.3982316,0,687.7880352
94.417,10,5.78,1.78816,4.3458717,0,775.134121
94.458,12.22222222,6.5,2.68224,4.188792,0,819.8158964
94.500,13.33333333,5.98,2.2352,4.2062453,0,820.0017563
94.542,14.44444444,6.29,2.2352,4.4331382,0,815.0637602
94.583,15,7.55,2.2352,4.5553113,0,717.7352646
94.625,16.11111111,6.54,4.02336,4.6949377,0,551.029021
94.667,15.55555556,6.83,4.02336,5.0090971,0,345.3913791
94.708,14.44444444,6.04,4.4704,4.6425778,0,146.2423036
94.750,12.77777778,5.92,4.02336,4.8694707,0,12.47801225
94.792,9.444444444,5.05,3.12928,5.061457,0,3.49384343
94.833,8.333333333,5.09,0.44704,5.8817621,0,3.49384343
94.875,7.222222222,4.7,0.44704,5.8119489,0,3.49384343
94.917,7.222222222,4.7,0.44704,5.8119489,0,3.49384343
94.958,6.666666667,4.5,0,0.5585056,0,2.99472294
95.000,6.111111111,4.28,0,0,0,3.49384343
95.042,6.666666667,4.33,0,5.4279763,0,3.49384343
95.083,7.222222222,4.7,1.34112,0.349066,0,2.99472294
95.125,6.111111111,4.11,2.68224,0.3665193,0,2.99472294
95.167,5,3.96,0.44704,1.047198,0,2.99472294
95.208,5,3.96,0.44704,5.0090971,0,8.98416882
95.250,4.444444444,3.26,0,1.6580635,0,140.2528577
95.292,8.888888889,5.63,0,1.3613574,0,323.929198
95.333,11.66666667,6.39,0.44704,1.8500498,0,518.0870686
95.375,14.44444444,7.72,0.44704,1.8151432,0,682.7968303
95.417,16.11111111,9.53,2.2352,2.4085554,0,797.594543
95.458,16.11111111,10.21,2.68224,2.8099813,0,824.2646238
95.500,17.22222222,11.04,3.12928,3.0194209,0,824.4494385
95.542,18.88888889,10.45,1.78816,3.5081133,0,805.0813504
95.583,18.88888889,10.45,2.2352,3.8048194,0,692.2801196
95.625,21.11111111,11.16,1.78816,3.7000996,0,529.0677194
95.667,21.11111111,11.16,1.78816,3.7873661,0,342.8957766
95.708,20,10.96,1.34112,3.1241407,0,146.2423036
95.750,18.88888889,11.21,0.44704,2.1293026,0,12.47801225
95.792,13.88888889,10.31,0.89408,4.2411519,0,3.99296392
95.833,11.66666667,9.24,0,1.6755168,0,3.99296392
95.875,10.55555556,8.32,0.44704,1.2391843,0,3.99296392
95.917,10.55555556,8.32,0.44704,1.2391843,0,3.49384343
95.958,9.444444444,8.52,0,1.4137173,0,3.49384343
96.000,10,9.08,0,1.570797,0,3.49384343
96.042,10.55555556,8.66,0,1.6057036,0,3.49384343
96.083,10.55555556,7.8,1.34112,1.570797,0,3.49384343
96.125,9.444444444,7.39,0.89408,1.570797,0,3.49384343
96.167,8.888888889,6.85,0.89408,2.7401681,0,3.49384343
96.208,8.888888889,6.85,0.44704,1.4486239,0,10.48153029
96.250,8.333333333,6.63,0.44704,1.5184371,0,105.3144234
96.292,12.22222222,8.12,0,1.6580635,0,284.9977998
96.333,16.66666667,10.07,1.34112,1.5009838,0,403.7884764
96.375,20.55555556,9.78,0.89408,1.4137173,0,592.4560216
96.417,22.22222222,11,1.34112,1.570797,0,669.8196976
96.458,22.22222222,13.03,2.68224,3.3335803,0,716.7370236
96.500,22.22222222,13.57,2.68224,2.8448879,0,792.6033381
96.542,22.77777778,13.27,2.68224,3.2812204,0,686.7897942
96.583,23.88888889,14.02,2.68224,3.141594,0,689.7845172
96.625,24.44444444,10.7,3.12928,2.8797945,0,524.575635
96.667,24.44444444,10.7,2.2352,3.4033935,0,319.9362341
96.708,24.44444444,12.07,1.78816,3.0543275,0,77.86279644
96.750,21.66666667,12.24,1.34112,3.6302864,0,7.48680735
96.792,17.22222222,12.13,0.89408,1.047198,0,3.99296392
96.833,15,12.14,0.44704,1.396264,0,3.99296392
96.875,13.88888889,8.73,2.2352,4.5727646,0,3.99296392
96.917,13.33333333,10.69,0.44704,0.1919863,0,3.99296392
96.958,11.66666667,10.09,0.89408,0.9075716,0,3.49384343
97.000,11.66666667,9.92,1.34112,2.2340224,4,3.49384343
97.042,11.66666667,9.92,0.44704,1.570797,4,3.49384343
97.083,11.11111111,9.53,1.34112,2.0245828,4,3.49384343
97.125,11.11111111,8.69,0.89408,1.7278767,4,3.99296392
97.167,12.22222222,5.39,0.44704,1.8675031,4,3.99296392
97.208,11.66666667,8.15,1.78816,2.6529016,4,4.49208441
97.250,9.444444444,8.84,3.57632,3.4557534,4,19.46569911
97.292,8.888888889,8.29,1.78816,5.061457,4,63.38830223
97.333,8.888888889,7.82,0.44704,6.1784682,4,100.3232185
97.375,8.888888889,7.5,1.34112,5.8643088,4,185.1737018
97.417,8.333333333,6.63,0.89408,0.2617995,4,391.3104642
97.458,10,6.53,1.78816,0.2967061,4,249.0611245
97.500,11.66666667,7,1.78816,0.4188792,4,380.3298134
97.542,13.33333333,7.77,0.44704,6.0737484,4,527.5703579
97.583,12.22222222,6.71,1.34112,5.6025093,4,416.7656092
97.625,13.33333333,6.67,0.89408,0.3141594,4,396.8007896
97.667,10.55555556,6.32,4.91744,5.0265504,4,316.4423907
97.708,12.77777778,7.03,0.44704,0.1396264,4,151.732629
97.750,10,6.35,1.34112,0.8377584,4,14.47449421
97.792,8.888888889,6.68,0,6.1610149,4,3.49384343
97.833,8.333333333,6.13,0.44704,1.9722229,4,3.49384343
97.875,7.222222222,5.37,0.89408,1.1170112,4,3.49384343
97.917,6.111111111,4.28,0.44704,5.7421357,4,3.49384343
97.958,5.555555556,3.57,0.44704,5.061457,4,2.99472294
98.000,5,3.5,0.44704,5.2883499,5,3.49384343
98.042,3.333333333,2.46,0.44704,5.3756164,5,2.99472294
98.083,2.777777778,2.21,0,1.1170112,5,2.99472294
